,Gene,EffectSize,StdEffect,P-Value,FDR,pBH
932,ENSG00000066739,-0.14903399237088444,-0.4569106636741787,0.043563006336397335,False,1.0
933,ENSG00000066777,0.013492536115040785,0.050906271311759024,0.8378623346127381,False,1.0
934,ENSG00000066827,-0.01791776690017703,-0.11931023715502874,0.6286918739427476,False,1.0
935,ENSG00000066855,0.024374971360193332,0.08535462497671072,0.703356144923993,False,1.0
936,ENSG00000066923,-0.083521911821714,-0.2525860898094282,0.3156696473373487,False,1.0
937,ENSG00000066926,-0.06641084071114382,-0.21405930387120167,0.35010874244356815,False,1.0
938,ENSG00000066933,-0.00532094461559787,-0.016723694024050852,0.947031020199084,False,1.0
939,ENSG00000067048,0.000300740142904582,0.00016154759990249596,0.9966654419966683,False,1.0
940,ENSG00000067057,-0.18766324241930793,-0.3150624285755915,0.16690857062224873,False,1.0
941,ENSG00000067064,-0.0007785208980295978,-0.0014377025132505368,0.9954900020032977,False,1.0
942,ENSG00000067066,0.290842904579606,0.5801245668593875,0.012812560182667555,False,1.0
943,ENSG00000067082,0.28486102959561505,0.6820936408893853,0.00291380003218219,False,1.0
944,ENSG00000067113,0.03205893320423052,0.11745527250556623,0.605905701322036,False,1.0
945,ENSG00000067141,0.07003986181040693,0.2572655020434829,0.25271142746963116,False,1.0
946,ENSG00000067167,0.13389266685591864,0.3551985632933884,0.1607923157477169,False,1.0
947,ENSG00000067177,0.1877460260602827,0.34529012062361486,0.14448928839267222,False,1.0
948,ENSG00000067182,0.44673814794466105,0.6899006813838893,0.005419592510863138,False,1.0
949,ENSG00000067191,-0.3203703007985317,-0.5450434526523047,0.3601474242531346,False,1.0
950,ENSG00000067208,-0.005209513842464616,-0.022260858093295633,0.9257392864797166,False,1.0
951,ENSG00000067221,-0.24432052223004472,-0.44177209577386506,0.0791981886443326,False,1.0
952,ENSG00000067225,-0.2150575520752559,-0.39518699002151536,0.09594419916180641,False,1.0
953,ENSG00000067248,0.09843847893955535,0.3332319438383037,0.12444344485748993,False,1.0
